,ordernumber,orderdate,requireddate,shippeddate,status,comments,orderdetails,city,phone,state,country,postalCode,creditLimit,addressLine1,addressLine2,customerName,contactLastName,contactFirstName,salesRepEmployeeNumber,customerNumber
29,10128,2003-06-06,2003-06-12,2003-06-11,Shipped,,"[{'priceEach': 120.2, 'productCode': 'S18_3140', 'quantityOrdered': 41}, {'priceEach': 80.67, 'productCode': 'S18_3259', 'quantityOrdered': 41}, {'priceEach': 77.24, 'productCode': 'S18_4522', 'quantityOrdered': 43}, {'priceEach': 72.75, 'productCode': 'S700_1938', 'quantityOrdered': 32}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
30,10129,2003-06-12,2003-06-18,2003-06-14,Shipped,,"[{'priceEach': 123.76, 'productCode': 'S10_4757', 'quantityOrdered': 33}, {'priceEach': 113.06, 'productCode': 'S24_2011', 'quantityOrdered': 45}, {'priceEach': 81.43, 'productCode': 'S24_3151', 'quantityOrdered': 41}, {'priceEach': 76.31, 'productCode': 'S24_3816', 'quantityOrdered': 50}, {'priceEach': 58.67, 'productCode': 'S700_1138', 'quantityOrdered': 31}, {'priceEach': 72.28, 'productCode': 'S700_2610', 'quantityOrdered': 45}, {'priceEach': 90.15, 'productCode': 'S700_3505', 'quantityOrdered': 42}, {'priceEach': 94.34, 'productCode': 'S700_3962', 'quantityOrdered': 30}, {'priceEach': 44.23, 'productCode': 'S72_3212', 'quantityOrdered': 32}]",London,(171) 555-0297,,UK,WX3 6FW,77000.0,35 King George,,"Stylish Desk Decors, Co.",Brown,Ann ,1501.0,29
31,10130,2003-06-16,2003-06-24,2003-06-21,Shipped,,"[{'priceEach': 68.82, 'productCode': 'S18_3029', 'quantityOrdered': 40}, {'priceEach': 99.52, 'productCode': 'S18_3856', 'quantityOrdered': 33}]",Brickhaven,6175558428,MA,USA,58339,23000.0,16780 Pompton St.,,Auto-Moto Classics Inc.,Taylor,Leslie,1216.0,30
32,10131,2003-06-16,2003-06-25,2003-06-21,Shipped,,"[{'priceEach': 141.92, 'productCode': 'S18_1662', 'quantityOrdered': 21}, {'priceEach': 60.97, 'productCode': 'S24_2841', 'quantityOrdered': 35}, {'priceEach': 52.6, 'productCode': 'S24_3420', 'quantityOrdered': 29}, {'priceEach': 54.59, 'productCode': 'S24_3949', 'quantityOrdered': 50}, {'priceEach': 76.94, 'productCode': 'S700_2047', 'quantityOrdered': 22}, {'priceEach': 86.76, 'productCode': 'S700_2466', 'quantityOrdered': 40}, {'priceEach': 63.67, 'productCode': 'S700_4002', 'quantityOrdered': 26}, {'priceEach': 40.22, 'productCode': 'S72_1253', 'quantityOrdered': 21}]",Glendale,2035554407,CT,USA,97561,49700.0,2440 Pompton St.,,Gift Ideas Corp.,Lewis,Dan,1323.0,31
33,10133,2003-06-27,2003-07-04,2003-07-03,Shipped,,"[{'priceEach': 80.26, 'productCode': 'S18_2581', 'quantityOrdered': 49}, {'priceEach': 109.42, 'productCode': 'S24_1785', 'quantityOrdered': 41}, {'priceEach': 61.58, 'productCode': 'S24_4278', 'quantityOrdered': 46}, {'priceEach': 80.91, 'productCode': 'S32_1374', 'quantityOrdered': 23}, {'priceEach': 67.41, 'productCode': 'S32_4289', 'quantityOrdered': 49}, {'priceEach': 37.09, 'productCode': 'S50_1341', 'quantityOrdered': 27}, {'priceEach': 76.73, 'productCode': 'S700_1691', 'quantityOrdered': 24}, {'priceEach': 115.09, 'productCode': 'S700_2834', 'quantityOrdered': 27}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
34,10134,2003-07-01,2003-07-10,2003-07-05,Shipped,,"[{'priceEach': 90.92, 'productCode': 'S10_1678', 'quantityOrdered': 41}, {'priceEach': 116.56, 'productCode': 'S10_2016', 'quantityOrdered': 27}, {'priceEach': 187.85, 'productCode': 'S10_4698', 'quantityOrdered': 31}, {'priceEach': 131.04, 'productCode': 'S12_2823', 'quantityOrdered': 20}, {'priceEach': 51.48, 'productCode': 'S18_2625', 'quantityOrdered': 30}, {'priceEach': 94.67, 'productCode': 'S24_1578', 'quantityOrdered': 35}, {'priceEach': 75.41, 'productCode': 'S24_2000', 'quantityOrdered': 43}]",Paris,+33 1 46 62 7555,,France,75508,68100.0,27 rue du Colonel Pierre Avia,,Lyon Souveniers,Da Silva,Daniel,1337.0,32
35,10135,2003-07-02,2003-07-12,2003-07-03,Shipped,,"[{'priceEach': 173.17, 'productCode': 'S12_1099', 'quantityOrdered': 42}, {'priceEach': 110.39, 'productCode': 'S12_3380', 'quantityOrdered': 48}, {'priceEach': 72.62, 'productCode': 'S12_3990', 'quantityOrdered': 24}, {'priceEach': 103.64, 'productCode': 'S12_4675', 'quantityOrdered': 29}, {'priceEach': 66.99, 'productCode': 'S18_1889', 'quantityOrdered': 48}, {'priceEach': 65.94, 'productCode': 'S18_3278', 'quantityOrdered': 45}, {'priceEach': 139.64, 'productCode': 'S18_3482', 'quantityOrdered': 42}, {'priceEach': 49.74, 'productCode': 'S18_3782', 'quantityOrdered': 45}, {'priceEach': 133.92, 'productCode': 'S18_4721', 'quantityOrdered': 31}, {'priceEach': 67.18, 'productCode': 'S24_2360', 'quantityOrdered': 29}, {'priceEach': 34.36, 'productCode': 'S24_2972', 'quantityOrdered': 20}, {'priceEach': 52.05, 'productCode': 'S24_3371', 'quantityOrdered': 27}, {'priceEach': 139.03, 'productCode': 'S24_3856', 'quantityOrdered': 47}, {'priceEach': 76.8, 'productCode': 'S24_4620', 'quantityOrdered': 23}, {'priceEach': 38.62, 'productCode': 'S32_2206', 'quantityOrdered': 33}, {'priceEach': 91.85, 'productCode': 'S32_4485', 'quantityOrdered': 30}, {'priceEach': 78.92, 'productCode': 'S50_4713', 'quantityOrdered': 44}]",San Rafael,4155551450,CA,USA,97562,210500.0,5677 Strong St.,,Mini Gifts Distributors Ltd.,Nelson,Susan,1165.0,15
36,10136,2003-07-04,2003-07-14,2003-07-06,Shipped,Customer is interested in buying more Ferrari models,"[{'priceEach': 117.48, 'productCode': 'S18_1129', 'quantityOrdered': 25}, {'priceEach': 120.91, 'productCode': 'S18_1984', 'quantityOrdered': 36}, {'priceEach': 169.34, 'productCode': 'S18_3232', 'quantityOrdered': 41}]",Toulouse,61.77.6555,,France,31000,61100.0,1 rue Alsace-Lorraine,,Alpha Cognac,Roulet,Annette ,1370.0,33
37,10137,2003-07-10,2003-07-20,2003-07-14,Shipped,,"[{'priceEach': 115.73, 'productCode': 'S18_1589', 'quantityOrdered': 44}, {'priceEach': 110.88, 'productCode': 'S18_2870', 'quantityOrdered': 37}, {'priceEach': 118.68, 'productCode': 'S18_3685', 'quantityOrdered': 31}, {'priceEach': 40.25, 'productCode': 'S24_1628', 'quantityOrdered': 26}]",Reims,26.47.1555,,France,51100,81100.0,59 rue de l'Abbaye,,Reims Collectables,Henriot,Paul ,1337.0,23
38,10138,2003-07-07,2003-07-16,2003-07-13,Shipped,,"[{'priceEach': 149.6, 'productCode': 'S18_1749', 'quantityOrdered': 33}, {'priceEach': 51.46, 'productCode': 'S18_2248', 'quantityOrdered': 22}, {'priceEach': 114.42, 'productCode': 'S18_2325', 'quantityOrdered': 38}, {'priceEach': 79.15, 'productCode': 'S18_4409', 'quantityOrdered': 47}, {'priceEach': 64.86, 'productCode': 'S18_4933', 'quantityOrdered': 23}, {'priceEach': 59.53, 'productCode': 'S24_1046', 'quantityOrdered': 45}, {'priceEach': 33.19, 'productCode': 'S24_1937', 'quantityOrdered': 22}, {'priceEach': 38.53, 'productCode': 'S24_2022', 'quantityOrdered': 33}, {'priceEach': 73.6, 'productCode': 'S24_2766', 'quantityOrdered': 28}, {'priceEach': 96.3, 'productCode': 'S24_2887', 'quantityOrdered': 30}, {'priceEach': 77.05, 'productCode': 'S24_3191', 'quantityOrdered': 49}, {'priceEach': 99.58, 'productCode': 'S24_3432', 'quantityOrdered': 21}, {'priceEach': 32.82, 'productCode': 'S24_3969', 'quantityOrdered': 29}]",Auckland  ,+64 9 5555500,,New Zealand,,110000.0,Arenales 1938 3'A',,Kelly's Gift Shop,Snowden,Tony,1612.0,34
39,10144,2003-08-13,2003-08-21,2003-08-14,Shipped,,"[{'priceEach': 56.41, 'productCode': 'S32_4289', 'quantityOrdered': 20}]",Charleroi,(071) 23 67 2555,,Belgium,B-6000,23500.0,"Boulevard Tirou, 255",,Royale Belge,Cartrain,Pascale ,1401.0,18
40,10139,2003-07-16,2003-07-23,2003-07-21,Shipped,,"[{'priceEach': 89.38, 'productCode': 'S18_1342', 'quantityOrdered': 31}, {'priceEach': 52.83, 'productCode': 'S18_1367', 'quantityOrdered': 49}, {'priceEach': 151.88, 'productCode': 'S18_2795', 'quantityOrdered': 41}, {'priceEach': 91.18, 'productCode': 'S18_2949', 'quantityOrdered': 46}, {'priceEach': 52.47, 'productCode': 'S18_2957', 'quantityOrdered': 20}, {'priceEach': 101.58, 'productCode': 'S18_3136', 'quantityOrdered': 20}, {'priceEach': 81.35, 'productCode': 'S18_3320', 'quantityOrdered': 30}, {'priceEach': 93.49, 'productCode': 'S24_4258', 'quantityOrdered': 29}]",Chatswood,+61 2 9495 8555,NSW,Australia,2067,93300.0,Monitor Money Building,815 Pacific Hwy,Souveniers And Things Co.,Huxley,Adrian,1611.0,35
41,10140,2003-07-24,2003-08-02,2003-07-30,Shipped,,"[{'priceEach': 186.44, 'productCode': 'S10_1949', 'quantityOrdered': 37}, {'priceEach': 131.49, 'productCode': 'S10_4962', 'quantityOrdered': 26}, {'priceEach': 118.9, 'productCode': 'S12_1666', 'quantityOrdered': 38}, {'priceEach': 95.67, 'productCode': 'S18_1097', 'quantityOrdered': 32}, {'priceEach': 51.05, 'productCode': 'S18_2432', 'quantityOrdered': 46}, {'priceEach': 100.5, 'productCode': 'S18_4600', 'quantityOrdered': 40}, {'priceEach': 40.25, 'productCode': 'S18_4668', 'quantityOrdered': 29}, {'priceEach': 118.84, 'productCode': 'S24_2300', 'quantityOrdered': 47}, {'priceEach': 87.64, 'productCode': 'S32_1268', 'quantityOrdered': 26}, {'priceEach': 62.05, 'productCode': 'S32_3522', 'quantityOrdered': 28}, {'priceEach': 101.15, 'productCode': 'S700_2824', 'quantityOrdered': 36}]",Burlingame,6505556809,CA,USA,94217,84600.0,9408 Furth Circle,,Technics Stores Inc.,Hashimoto,Juri,1165.0,36
42,10141,2003-08-01,2003-08-09,2003-08-04,Shipped,,"[{'priceEach': 114.95, 'productCode': 'S12_4473', 'quantityOrdered': 21}, {'priceEach': 160.46, 'productCode': 'S18_2238', 'quantityOrdered': 39}, {'priceEach': 103.09, 'productCode': 'S18_2319', 'quantityOrdered': 47}, {'priceEach': 143.94, 'productCode': 'S18_3232', 'quantityOrdered': 34}, {'priceEach': 50.86, 'productCode': 'S24_1444', 'quantityOrdered': 20}, {'priceEach': 32.18, 'productCode': 'S24_2840', 'quantityOrdered': 21}, {'priceEach': 104.09, 'productCode': 'S24_4048', 'quantityOrdered': 40}, {'priceEach': 53.03, 'productCode': 'S32_2509', 'quantityOrdered': 24}, {'priceEach': 94.92, 'productCode': 'S50_1392', 'quantityOrdered': 44}]",Espoo,+358 9 8045 555,,Finland,FIN-02271,98800.0,Software Engineering Center,SEC Oy,Suominen Souveniers,Suominen,Kalle,1501.0,37
43,10142,2003-08-08,2003-08-16,2003-08-13,Shipped,,"[{'priceEach': 166.24, 'productCode': 'S12_1108', 'quantityOrdered': 33}, {'priceEach': 140.5, 'productCode': 'S12_3148', 'quantityOrdered': 33}, {'priceEach': 167.83, 'productCode': 'S12_3891', 'quantityOrdered': 46}, {'priceEach': 129.76, 'productCode': 'S18_3140', 'quantityOrdered': 47}, {'priceEach': 95.8, 'productCode': 'S18_3259', 'quantityOrdered': 22}, {'priceEach': 122.08, 'productCode': 'S18_4027', 'quantityOrdered': 24}, {'priceEach': 79.87, 'productCode': 'S18_4522', 'quantityOrdered': 24}, {'priceEach': 114.29, 'productCode': 'S24_2011', 'quantityOrdered': 33}, {'priceEach': 74.35, 'productCode': 'S24_3151', 'quantityOrdered': 49}, {'priceEach': 60.9, 'productCode': 'S32_3207', 'quantityOrdered': 42}, {'priceEach': 56.24, 'productCode': 'S50_1514', 'quantityOrdered': 42}, {'priceEach': 55.34, 'productCode': 'S700_1138', 'quantityOrdered': 41}, {'priceEach': 77.08, 'productCode': 'S700_1938', 'quantityOrdered': 43}, {'priceEach': 92.16, 'productCode': 'S700_3505', 'quantityOrdered': 21}, {'priceEach': 91.37, 'productCode': 'S700_3962', 'quantityOrdered': 38}, {'priceEach': 46.96, 'productCode': 'S72_3212', 'quantityOrdered': 39}]",San Rafael,4155551450,CA,USA,97562,210500.0,5677 Strong St.,,Mini Gifts Distributors Ltd.,Nelson,Susan,1165.0,15
44,10143,2003-08-10,2003-08-18,2003-08-12,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,"[{'priceEach': 133.28, 'productCode': 'S10_4757', 'quantityOrdered': 49}, {'priceEach': 126.15, 'productCode': 'S18_1662', 'quantityOrdered': 32}, {'priceEach': 70.54, 'productCode': 'S18_3029', 'quantityOrdered': 46}, {'priceEach': 99.52, 'productCode': 'S18_3856', 'quantityOrdered': 34}, {'priceEach': 63.71, 'productCode': 'S24_2841', 'quantityOrdered': 27}, {'priceEach': 59.83, 'productCode': 'S24_3420', 'quantityOrdered': 33}, {'priceEach': 74.64, 'productCode': 'S24_3816', 'quantityOrdered': 23}, {'priceEach': 55.96, 'productCode': 'S24_3949', 'quantityOrdered': 28}, {'priceEach': 34.91, 'productCode': 'S50_1341', 'quantityOrdered': 34}, {'priceEach': 86.77, 'productCode': 'S700_1691', 'quantityOrdered': 36}, {'priceEach': 87.8, 'productCode': 'S700_2047', 'quantityOrdered': 26}, {'priceEach': 79.78, 'productCode': 'S700_2466', 'quantityOrdered': 26}, {'priceEach': 69.39, 'productCode': 'S700_2610', 'quantityOrdered': 31}, {'priceEach': 70.4, 'productCode': 'S700_3167', 'quantityOrdered': 28}, {'priceEach': 65.15, 'productCode': 'S700_4002', 'quantityOrdered': 34}, {'priceEach': 49.66, 'productCode': 'S72_1253', 'quantityOrdered': 37}]",New Bedford,5085559555,MA,USA,50553,94500.0,4575 Hillside Dr.,,Mini Creations Ltd.,Huang,Wing,1188.0,38
45,10145,2003-08-25,2003-09-02,2003-08-31,Shipped,,"[{'priceEach': 76.56, 'productCode': 'S10_1678', 'quantityOrdered': 45}, {'priceEach': 104.67, 'productCode': 'S10_2016', 'quantityOrdered': 37}, {'priceEach': 154.93, 'productCode': 'S10_4698', 'quantityOrdered': 33}, {'priceEach': 146.1, 'productCode': 'S12_2823', 'quantityOrdered': 49}, {'priceEach': 71.81, 'productCode': 'S18_2581', 'quantityOrdered': 30}, {'priceEach': 52.7, 'productCode': 'S18_2625', 'quantityOrdered': 30}, {'priceEach': 103.68, 'productCode': 'S24_1578', 'quantityOrdered': 43}, {'priceEach': 87.54, 'productCode': 'S24_1785', 'quantityOrdered': 40}, {'priceEach': 63.98, 'productCode': 'S24_2000', 'quantityOrdered': 47}, {'priceEach': 56.1, 'productCode': 'S24_2360', 'quantityOrdered': 27}, {'priceEach': 71.73, 'productCode': 'S24_4278', 'quantityOrdered': 33}, {'priceEach': 99.89, 'productCode': 'S32_1374', 'quantityOrdered': 33}, {'priceEach': 39.43, 'productCode': 'S32_2206', 'quantityOrdered': 31}, {'priceEach': 95.93, 'productCode': 'S32_4485', 'quantityOrdered': 27}, {'priceEach': 73.22, 'productCode': 'S50_4713', 'quantityOrdered': 38}, {'priceEach': 113.9, 'productCode': 'S700_2834', 'quantityOrdered': 20}]",Pasadena,6265557265,CA,USA,90003,90700.0,78934 Hillside Dr.,,Toys4GrownUps.com,Young,Julie,1166.0,39
46,10146,2003-09-03,2003-09-13,2003-09-06,Shipped,,"[{'priceEach': 60.3, 'productCode': 'S18_3782', 'quantityOrdered': 47}, {'priceEach': 130.94, 'productCode': 'S18_4721', 'quantityOrdered': 29}]",Glendale,2035554407,CT,USA,97561,49700.0,2440 Pompton St.,,Gift Ideas Corp.,Lewis,Dan,1323.0,31
47,10147,2003-09-05,2003-09-12,2003-09-09,Shipped,,"[{'priceEach': 161.49, 'productCode': 'S12_1099', 'quantityOrdered': 48}, {'priceEach': 110.39, 'productCode': 'S12_3380', 'quantityOrdered': 31}, {'priceEach': 74.21, 'productCode': 'S12_3990', 'quantityOrdered': 21}, {'priceEach': 97.89, 'productCode': 'S12_4675', 'quantityOrdered': 33}, {'priceEach': 70.84, 'productCode': 'S18_1889', 'quantityOrdered': 26}, {'priceEach': 74.78, 'productCode': 'S18_3278', 'quantityOrdered': 36}, {'priceEach': 129.35, 'productCode': 'S18_3482', 'quantityOrdered': 37}, {'priceEach': 33.23, 'productCode': 'S24_2972', 'quantityOrdered': 25}, {'priceEach': 48.98, 'productCode': 'S24_3371', 'quantityOrdered': 30}, {'priceEach': 123.58, 'productCode': 'S24_3856', 'quantityOrdered': 23}, {'priceEach': 72.76, 'productCode': 'S24_4620', 'quantityOrdered': 31}]",Brickhaven,6175558555,MA,USA,58339,70700.0,7825 Douglas Av.,,Collectables For Less Inc.,Nelson,Allen,1188.0,40
48,10148,2003-09-11,2003-09-21,2003-09-15,Shipped,They want to reevaluate their terms agreement with Finance.,"[{'priceEach': 114.65, 'productCode': 'S18_1129', 'quantityOrdered': 23}, {'priceEach': 108.26, 'productCode': 'S18_1589', 'quantityOrdered': 47}, {'priceEach': 136.56, 'productCode': 'S18_1984', 'quantityOrdered': 25}, {'priceEach': 113.52, 'productCode': 'S18_2870', 'quantityOrdered': 27}, {'priceEach': 143.94, 'productCode': 'S18_3232', 'quantityOrdered': 32}, {'priceEach': 135.63, 'productCode': 'S18_3685', 'quantityOrdered': 28}, {'priceEach': 83.75, 'productCode': 'S18_4409', 'quantityOrdered': 34}, {'priceEach': 66.28, 'productCode': 'S18_4933', 'quantityOrdered': 29}, {'priceEach': 65.41, 'productCode': 'S24_1046', 'quantityOrdered': 25}, {'priceEach': 46.29, 'productCode': 'S24_1628', 'quantityOrdered': 47}, {'priceEach': 77.24, 'productCode': 'S24_2766', 'quantityOrdered': 21}, {'priceEach': 115.09, 'productCode': 'S24_2887', 'quantityOrdered': 34}, {'priceEach': 71.91, 'productCode': 'S24_3191', 'quantityOrdered': 31}, {'priceEach': 96.37, 'productCode': 'S24_3432', 'quantityOrdered': 27}]",North Sydney,02 9936 8555,NSW,Australia,2060,107800.0,201 Miller Street,Level 15,"Anna's Decorations, Ltd",O'Hara,Anna,1611.0,41
49,10149,2003-09-12,2003-09-18,2003-09-17,Shipped,,"[{'priceEach': 87.33, 'productCode': 'S18_1342', 'quantityOrdered': 50}, {'priceEach': 48.52, 'productCode': 'S18_1367', 'quantityOrdered': 30}, {'priceEach': 156.4, 'productCode': 'S18_1749', 'quantityOrdered': 34}, {'priceEach': 50.85, 'productCode': 'S18_2248', 'quantityOrdered': 24}, {'priceEach': 125.86, 'productCode': 'S18_2325', 'quantityOrdered': 33}, {'priceEach': 167.06, 'productCode': 'S18_2795', 'quantityOrdered': 23}, {'priceEach': 89.29, 'productCode': 'S18_3320', 'quantityOrdered': 42}, {'priceEach': 31.2, 'productCode': 'S24_1937', 'quantityOrdered': 36}, {'priceEach': 39.87, 'productCode': 'S24_2022', 'quantityOrdered': 49}, {'priceEach': 38.57, 'productCode': 'S24_3969', 'quantityOrdered': 26}, {'priceEach': 90.57, 'productCode': 'S24_4258', 'quantityOrdered': 20}]",Brisbane,4155554312,CA,USA,94217,60300.0,2793 Furth Circle,,Signal Collectibles Ltd.,Taylor,Sue,1165.0,42
50,10156,2003-10-08,2003-10-17,2003-10-11,Shipped,,"[{'priceEach': 43.64, 'productCode': 'S50_1341', 'quantityOrdered': 20}, {'priceEach': 77.64, 'productCode': 'S700_1691', 'quantityOrdered': 48}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
51,10150,2003-09-19,2003-09-27,2003-09-21,Shipped,They want to reevaluate their terms agreement with Finance.,"[{'priceEach': 182.16, 'productCode': 'S10_1949', 'quantityOrdered': 45}, {'priceEach': 121.15, 'productCode': 'S10_4962', 'quantityOrdered': 20}, {'priceEach': 135.3, 'productCode': 'S12_1666', 'quantityOrdered': 30}, {'priceEach': 95.67, 'productCode': 'S18_1097', 'quantityOrdered': 34}, {'priceEach': 93.21, 'productCode': 'S18_2949', 'quantityOrdered': 47}, {'priceEach': 56.21, 'productCode': 'S18_2957', 'quantityOrdered': 30}, {'priceEach': 97.39, 'productCode': 'S18_3136', 'quantityOrdered': 26}, {'priceEach': 111.39, 'productCode': 'S18_4600', 'quantityOrdered': 49}, {'priceEach': 47.29, 'productCode': 'S18_4668', 'quantityOrdered': 30}, {'priceEach': 62.05, 'productCode': 'S32_3522', 'quantityOrdered': 49}, {'priceEach': 95.08, 'productCode': 'S700_2824', 'quantityOrdered': 20}]",Singapore,+65 221 7555,,Singapore,079903,103800.0,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,"Dragon Souveniers, Ltd.",Natividad,Eric,1621.0,19
52,10151,2003-09-21,2003-09-30,2003-09-24,Shipped,,"[{'priceEach': 114.95, 'productCode': 'S12_4473', 'quantityOrdered': 24}, {'priceEach': 152.27, 'productCode': 'S18_2238', 'quantityOrdered': 43}, {'priceEach': 106.78, 'productCode': 'S18_2319', 'quantityOrdered': 49}, {'priceEach': 58.34, 'productCode': 'S18_2432', 'quantityOrdered': 39}, {'priceEach': 167.65, 'productCode': 'S18_3232', 'quantityOrdered': 21}, {'priceEach': 109.9, 'productCode': 'S24_2300', 'quantityOrdered': 42}, {'priceEach': 29.35, 'productCode': 'S24_2840', 'quantityOrdered': 30}, {'priceEach': 84.75, 'productCode': 'S32_1268', 'quantityOrdered': 27}, {'priceEach': 43.29, 'productCode': 'S32_2509', 'quantityOrdered': 41}, {'priceEach': 108.81, 'productCode': 'S50_1392', 'quantityOrdered': 26}]",Oulu,981-443655,,Finland,90110,90500.0,Torikatu 38,,"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,1501.0,43
53,10152,2003-09-25,2003-10-03,2003-10-01,Shipped,,"[{'priceEach': 117.77, 'productCode': 'S18_4027', 'quantityOrdered': 35}, {'priceEach': 49.13, 'productCode': 'S24_1444', 'quantityOrdered': 25}, {'priceEach': 112.37, 'productCode': 'S24_4048', 'quantityOrdered': 23}, {'priceEach': 57.17, 'productCode': 'S32_3207', 'quantityOrdered': 33}]",South Brisbane,61-7-3844-6555,Queensland,Australia,4101,51600.0,31 Duncan St. West End,,"Australian Gift Network, Co",Calaghan,Ben,1611.0,44
54,10153,2003-09-28,2003-10-05,2003-10-03,Shipped,,"[{'priceEach': 201.57, 'productCode': 'S12_1108', 'quantityOrdered': 20}, {'priceEach': 128.42, 'productCode': 'S12_3148', 'quantityOrdered': 42}, {'priceEach': 155.72, 'productCode': 'S12_3891', 'quantityOrdered': 49}, {'priceEach': 125.66, 'productCode': 'S18_3140', 'quantityOrdered': 31}, {'priceEach': 82.69, 'productCode': 'S18_3259', 'quantityOrdered': 29}, {'priceEach': 82.5, 'productCode': 'S18_4522', 'quantityOrdered': 22}, {'priceEach': 111.83, 'productCode': 'S24_2011', 'quantityOrdered': 40}, {'priceEach': 53.31, 'productCode': 'S50_1514', 'quantityOrdered': 31}, {'priceEach': 58.0, 'productCode': 'S700_1138', 'quantityOrdered': 43}, {'priceEach': 80.55, 'productCode': 'S700_1938', 'quantityOrdered': 31}, {'priceEach': 87.15, 'productCode': 'S700_3505', 'quantityOrdered': 50}, {'priceEach': 85.41, 'productCode': 'S700_3962', 'quantityOrdered': 20}, {'priceEach': 51.87, 'productCode': 'S72_3212', 'quantityOrdered': 50}]",Madrid,(91) 555 94 44,,Spain,28034,227600.0,"C/ Moralzarzal, 86",,Euro+ Shopping Channel,Freyre,Diego ,1370.0,5
